text_id	text	task_1	task_2	task_3
hasoc_en_5122	@realDonaldTrump I don't buy it for a MINUTE. But even if your numbers were 20%, I'd still be PROFOUNDLY disappointed in my Traitorous and weak-minded country men and women...    #ImpeachmentInquiryNow  #ImpeachTheMFTraitor  #TrumpsWorseThanNixon  #TraitorTrump  #FUCKTrump    #Resistance 🇺🇲🇺🇲🇺🇲 https://t.co/oGWm2JzA9J	HOF	PRFN	TIN
hasoc_en_5123	@The_OJSimpson32 That hurts? What about all the lives you destroyed #douchebag do everyone a favour and disappear	NOT	NONE	NONE
hasoc_en_5124	#ComplicitGOP needs to be exposed as part of #Russian plot to interfere w/ our #elections b/c they will help #Trump do it again in#Election2020 .  #TrumpsAnInternationalDisgrace   #TrumpIsATraitor #ImpeachTrumpNow   #ImpeachDonaldTrump #ImpeachmentInquiryNow #ImpeachmentHearingsNow https://t.co/i3QKKqiuzl	HOF	OFFN	TIN
hasoc_en_5125	@RealMarkLatham Straw man argument from the Scarecrow of Australian politics. #dickhead	NOT	NONE	NONE
hasoc_en_5126	Crappy birthday, @realDonaldTrump, hopefully it’ll be your last as a free man #TrumpRussia #TrumpIsATraitor #TrumpIsACriminal	NOT	NONE	NONE
hasoc_en_5127	@realDonaldTrump President Obama’s patriotic policies gave us the greatest economy. Deranged Donald Trump is destroying our country. Trump has begun economic wars, Trade wars &amp; is now Lying to us to start an Iran War. #TrumpIsATraitor #TrumpLies #TrumpIsANationalSecurityThreat #ImpeachDonaldTrump	NOT	NONE	NONE
hasoc_en_5128	@YahooNews  Has a headline concerning #rapist #KellenWinslow - ' More bad news for disgraced ex-NFL star '.  BAD NEWS ?  He's a rapist.  It's not bad news and he wasn't disgraced.  He knowingly preyed on women, sexually assaulting and raping them.  #misogyny	NOT	NONE	NONE
hasoc_en_5129	@SkyNews A morally bereft and vile individual  #Murderer	NOT	NONE	NONE
hasoc_en_5130	Why TMC people flocking to BJP, because she was partner in BJP govt, she rose in Bengal on BJP forces, why for 'new' ego all three Modi-Mamata-Shah burning Bengal? They should stop public posturing, and show their true one-ness! #DoctorsFightBack #Savethedoctors manish sisodia	NOT	NONE	NONE
hasoc_en_5131	*After betrayal from momta Didi, media and patients*    AIIMS Doctors:     #DoctorsStrike #DidiVsDoctors #DoctorsFightBack #SaveBengal https://t.co/QZvAMILc3m	NOT	NONE	NONE
hasoc_en_5132	@realDonaldTrump So now you'll have to find someone else to tell your lies  #TrumpIsATraitor   #TrumpIsADisgrace   #TrumpIsAFraud https://t.co/1iBHrv7Wv3	HOF	OFFN	TIN
hasoc_en_5133	Hogan Gidley??  -  -  -  Hogan.  -  -  -  Gidley.  -  -  -  Do you still need a penicillin Rx to treat that or is there an over-the-counter remedy? #douchebag https://t.co/5Ke3FHo5EW	NOT	NONE	NONE
hasoc_en_5134	Now  @MamataOfficial  will recruit BANGALI BAABA CHAND DAWAKHANA to treat her pissful   patient #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_5135	@TheRealOJ32 @KrisJenner Go away, Orenthal. You are a murderer and you should be in prison for brutally killing Nicole and Ron. #Murderer	NOT	NONE	NONE
hasoc_en_5136	@Pups_03 #tragic  cannot believe people don't see these autos stopped in front of them.  #douchebag drivers	NOT	NONE	NONE
hasoc_en_5137	@Schreibernews @RockinghamAlert @UnionLeader Hopefully he wakes up every morning for the next 6 months to a beating, and goes to bed with another. #Douchebag	HOF	OFFN	TIN
hasoc_en_5138	They even refused to meet CM of West Bengal, Mamata Banerjee after she invited for meeting and discussing.    Undoubtedly it's a politically motivated &amp; sponsored protest. Nothing else. #Shame    #DoctorsStrike #DoctorsProtest #DoctorsFightBack #Savethedoctors #SaveBengal	NOT	NONE	NONE
hasoc_en_5139	In #Alabama......#Rapists Get #ParentalRights.    #AL politicians ban abortion so now children #Raped by their #Rapist must let their #Rapist see the kid     https://t.co/C2aECd6JaL   #Auburn #Huntsville #Birmingham  #Montgomery #Tuscaloosa #Florencesc #Dothan #gadsen #OrangeBeach	NOT	NONE	NONE
hasoc_en_5140	Zemmour liked this tweet #dickhead https://t.co/OvWCg0wv5X	NOT	NONE	NONE
hasoc_en_5141	@deesnider Nothing more ignorant than forcing everyone to hear your conversation... #douchebag	NOT	NONE	NONE
hasoc_en_5142	@peterkessler @CharlieRymerPGA This guy isn’t worth your time Charlie. #douchebag	NOT	NONE	NONE
hasoc_en_5143	He’s literally f***king the Flag...   #flagday   #TrumpIsATraitor https://t.co/On1UbLrGhZ	HOF	PRFN	TIN
hasoc_en_5144	You’re a complete IDIOT.   #FUCKtRump https://t.co/BSbmlCkqxV	HOF	PRFN	TIN
hasoc_en_5145	Icc and england cricket destroying big world cricket. England doesn't Deserve host the world cup. #ShameOnICC https://t.co/4urHAkEpml	NOT	NONE	NONE
hasoc_en_5146	Happy born day Donald   Or hatched day . . . Spawned day  Whatever happened with you    #FuckTrump    https://t.co/5pDDnBCBIw	NOT	NONE	NONE
hasoc_en_5147	#SkyNews   #BorisJohnson  What about your distasteful comments about #Muslimwomen   #BorisJohnson Is #AntiMuslim #islamaphobic   He will also bring his father,  brother and sister into Downing Street , a Johnson dynasty,  just like #Trump 🙀🤢 https://t.co/rxXMxSaaU6	HOF	OFFN	TIN
hasoc_en_5148	How by any measure or criteria can Boris Johnson ever be considered a viable human being, let alone considered a possible leader others?#BorisJohnsonShouldNotBePM #ToryShambles	NOT	NONE	NONE
hasoc_en_5149	U cannot get more irritated by some jobless indians making memes on rain affected #CWC2019 just cuz one of the games on India is washed out. Its weather, its unpredictable. And the World Cups have to played in this time around! Why fucking trend #shameonICC ? Idiots	HOF	PRFN	TIN
hasoc_en_5150	@br_CBB Pay Pal Cal better leave some cash for his recruits #cheater #douchebag #prick	NOT	NONE	NONE
hasoc_en_5151	@TheRickWilson @NYDailyNews That was a year ago and it's even worse today. #fucktrump #fuckallthetrumps #fucktrumpsupporters	HOF	PRFN	TIN
hasoc_en_5152	Just pray for 16 june..🙏🙏...we have waited for 4 years for epic encounter not for this shit planning of worldcup matches #ShameOnICC #INDvsPAK #CWC19 @cricketworldcup @ICC @BCCI https://t.co/XudpccE1qR	HOF	PRFN	TIN
hasoc_en_5153	@tanutania @PMOIndia @republic When VidyaSagar Statue breaks CM @MamataOfficial reaches within 1 hour for sympathy and for earning Votes but when doctors get beaten by 200 Pak Muslim goons CM has got no time.. Only has got time for threatening doctors, their Family members.. #DoctorsFightBack and stand United.	NOT	NONE	NONE
hasoc_en_5154	@MinhazMerchant @Sanjay_Dixit @MamataOfficial This entire incident is well planned attack on doctors by TMC, it is very evident by a question asked by a journalist to IMA doctor during press meet today,  he asked about extending theor support to a political party, MB also said the same in a college   #DoctorsFightBack https://t.co/eYEkob82Eq	NOT	NONE	NONE
hasoc_en_5155	@realDonaldTrump @USArmy #HappyJohnMcCainDay EVERYONE! #FUCKTRUMP #NOTMYPRESIDENT #TRUMPRESIGN #SHOVEURWALLUPURFATASSCUNTBAG #IMPEACHTHEMOTHAFUCKA	HOF	PRFN	TIN
hasoc_en_5156	That’s $16 billion that wouldn’t have to be spent if you hadn’t caused the farmers to sit on the edge of bankruptcy just to satisfy your ego.  So obvious how you create a crises and the claim credit for solving it. #FuckTrump https://t.co/h5QPnwNlcn	NOT	NONE	NONE
hasoc_en_5157	@DrDenaGrayson @davidmweissman Good. This guy is a #murderer and sounds #psycho. Society is less safe with him in it. Keep him off the streets. Please.	NOT	NONE	NONE
hasoc_en_5158	@TheRealOJ32 MURDERER O.J IS A #MURDERER	NOT	NONE	NONE
hasoc_en_5159	@TimesNow #Islam is a plague to Mankind.. torture &amp; kill non-believers of #Islam    #RAPIST #ISLAMIC MONSTERS     #JusticeForGudiya #JusticeForTwinkleSharma #JusticeForTwinkle	HOF	HATE	TIN
hasoc_en_5160	@baran_jeff OH HELL TO THE NO!! 🤮 #Murderer #Pos #GoToHell #DirtyBastard #PureTrash I could keep going, but I’m physically sick, can’t he be banned from Twitter?	HOF	PRFN	TIN
hasoc_en_5161	I think comettee members of #ICC was on high weed when they have selected #England for World Cup. Most of the teams will loose their chances to move forward in this World Cup just because of this rainy weather  #ShameOnICC	NOT	NONE	NONE
hasoc_en_5162	Rohit Sharma scored 100 against Muslim nation...    And now some people are saying it is HINDU TERROR, BHAGWA ATANKWAD😂😂  #Hinduphobic   #HinduPhobia   #terroristNationPakistan   #IndiaVsPakistan https://t.co/uhGTnuOb6L	HOF	HATE	TIN
hasoc_en_5163	@3RiversTrifecta Bernie is such a #DICKHEAD🤣	NOT	NONE	NONE
hasoc_en_5164	@realDonaldTrump @senatemajldr @MarkWarner One traitor thanking another. This 'hoax' is as real as ever. You are both evil embarrassments to this country and it will not be forgotten. Happy #JohnMcCainDay. #Trump #TrumpMustResign #TrumpIsATraitor #TrumpIsADisgrace #ImpeachTrumpNow #MitchMustResign #TrumpIsNotAboveTheLaw	NOT	NONE	NONE
hasoc_en_5165	@KellyO @DonaldJTrumpJr @realDonaldTrump I wonder if there is a bigger #douchebag anywhere	NOT	NONE	NONE
hasoc_en_5166	Are you fucking NUTS!!!!! #dickhead https://t.co/yhVD75MobL	HOF	PRFN	TIN
hasoc_en_5167	He is bloody #murderer of 2 years old fatehveer 😡😡😡 https://t.co/nWAuJBbxaG	NOT	NONE	NONE
hasoc_en_5168	@ICC You are biased with @msdhoni.   He should be allowed to wear gloves with insignia. It doesn't convey any meaning which may hurt someone's sentiments. Actually, it shows respect to soldiers and countries. #DhoniKeepsTheGlove #DhoniVsICC	NOT	NONE	NONE
hasoc_en_5169	@GOP Is there anyone in this party with the balls to stand up to #OrangeFoolious and do what is right for their constituents and America. I changed parties because of the spineless attitudes and HATE towards women. #FuckTrump #BeBest #MAGA #AmericaFirst	HOF	PRFN	TIN
hasoc_en_5170	Petition the moron with a swastika in his El Sobrante front yard to knock it off #Resist #ResistTrump #FuckTrump https://t.co/N6tbPZQVSC	NOT	NONE	NONE
hasoc_en_5171	@realDonaldTrump #DerangedDonald LOST THE POPULAR VOTE.     THE AMERICAN VOTER HATES LOSER TRUMP!    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_5172	@realDonaldTrump The only thing #Corrupt with #ZeroCredibilty is you. You are the biggest embarrassment this country has ever seen. #VetsResistSquadron #VeteransAgainstTrump #TrumpIsATraitor #BlueWave2020 #VoteBlueToSaveAmerica #Resistance #TrumpCrimeSyndicate #TrumpCrimeFamilyMustGo https://t.co/Mz0ZyXeDQl	HOF	OFFN	TIN
hasoc_en_5173	ICC IS THE MOST INCOMPETENT AUTHORITY EVER #ShameOnICC	HOF	OFFN	TIN
hasoc_en_5174	Not answering any questions about my citizenship after 70 fucking years. #FuckTrump #Resist https://t.co/IgkOrkWccP	NOT	NONE	NONE
hasoc_en_5175	WASHINGTON (AP/UPI/LMNOP) - Sources confirm that the White House intends to cut out the middleman and replace outgoing Press Secretary Sarah Huckabee with a steaming pile of horseshit.  . . .   #whitehouse #FuckTrump #gtfo #byefelicia  #Photoshop #davesart… https://t.co/t1nMBM5H9e https://t.co/rv04JWvPfg	HOF	PRFN	TIN
hasoc_en_5176	If your asthma is that bad that you cannot take a breath test then I'm assuming you're using your inhalers constantly...which in that case you shouldn't be driving anyway, cos they make you lightheaded, you double standard, hypocritical dogshite! #deansaunders #lufc #dickhead https://t.co/hLx18BK3Cc	HOF	PRFN	TIN
hasoc_en_5177	#Rangzen people, we have to do whatever is possible to stop this fake activist from sabotaging our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #Rangzen https://t.co/U15hUj5jbi	NOT	NONE	NONE
hasoc_en_5178	GUILTY AS HELL😡  #murderer https://t.co/m1U6uJAn3o	NOT	NONE	NONE
hasoc_en_5179	#Rapist should hange within 2 months. Including all gang meber.  PMO India should rule this...    .  Requested to share this... https://t.co/WovIQSSZA9	NOT	NONE	NONE
hasoc_en_5180	Two terms for Trump!  @realDonaldTrump #LyingCon #DoucheBag #PutinPuppet #TraitorDon #LockHimUp https://t.co/0kNFuNGgYu	NOT	NONE	NONE
hasoc_en_5181	#ShameOnICC  What a 3rd class organization. You people should learn from India , how the biggest Cricket event organized even bigger than WC?	NOT	NONE	NONE
hasoc_en_5182	@B52Malmet He’s just a #Scumbag and a #ShitHuman and a #Traitor #Liar #PutinWhore #MoneyWhore #Cheat #Thief #Grifter #Conman #Sleaze #Kidnapper #Murderer #ChildAbuser #AntiLife #AntiRights #Corward #AntiFemale #AntiPlanet #FakeChristian #AntiAmerican	HOF	OFFN	TIN
hasoc_en_5183	#ShameOnICC they must be really ashamed of their self poor management, decisions and etc people are not interested anymore in this boring cricket world cup ever I'm pissed off	NOT	NONE	NONE
hasoc_en_5184	#MikePence and his beady little eyes can fuck right off. #FatNixon is dumb as shit, but Pence is rotten to his fucking core. Send my regards to Mother, too. God, 2020 can’t get here fast enough. #PrideMonth #VoteBlue2020 #FuckTrump #FuckPence #FucktheGOP	HOF	PRFN	TIN
hasoc_en_5185	I’ve seen racer chases in women but this guy on your left is definitely a driver chaser.   #looser #whenthemoneyrunsupyouwillbeforgotte #nascar #douchebag #wannabe #sucks #greatjobatbeingadouchebag https://t.co/r7YMNovPUU	NOT	NONE	NONE
hasoc_en_5186	Saudi crown prince calls for a 'decisive stand' against Iran  #MURDERER why don’t you just gave them murdered as u did with #JamalKhashoggi This thing is a disgrace and any world leader 👂 2 or dealing w/him is no better #DISGRACEFUL murderer #pissonyou  https://t.co/VbhYpMfQJP	HOF	OFFN	TIN
hasoc_en_5187	@Im_Pakistanii @ZKhanOfficial @RashkEHina10 @suchitrav @BDUTT @VORdotcom but not listen on #internationalLevel share #internationallevel like #kathua  One religion Spoils by people but same people quit particular  Religion spred #Terrioust  When that religion come that gives #Invitation #Terrioust #Rapist #Voience #TerroristReligion that ✔️with #Examples	HOF	HATE	UNT
hasoc_en_5188	#Doctors say #No talks to #Hitler @MamataOfficial now is showing her, her place.Great Decision by #doctors_against_assault dat de wl not Bow Down to such #Egoist #Dictator #Politician who played #Politics on der #GenuineDemands n she Lied to d #Nation abt them. #DoctorsFightBack	NOT	NONE	NONE
hasoc_en_5189	Need to remove Minority law.  #minority   #Islam  #TerroristHasReligion  #rapist  #PopulationControlLaw    @AmitShah   @narendramodi   Cc:@AskAnshul	HOF	HATE	TIN
hasoc_en_5190	So #Individual1 keeps praising #KimJongUn, a #criminal #murderer #dictator as somebody with great leadership who just wrote him a 'beautiful letter' WTF!	HOF	OFFN	TIN
hasoc_en_5191	Gang raped a 8 yrs old girl for more than a week, called someone from #UttarPradesh to rape her, kept her confined in a #temple (no respect for #god) then #murderer her &amp; what do u get?  Life term or 5 yrs 😁  You'll still breathe happy  Cheers to #NewIndia  I am not at all satisfied https://t.co/v0zdCIn3TG	NOT	NONE	NONE
hasoc_en_5192	Trump on avoiding movie pirating: 'of course you have to illegally download it to see if the stream is any good. If it's bad, you slap tariffs on the country'  #trump #GeorgeStephanopoulos #FoxAndFriends #fbi #TrumpIsATraitor https://t.co/6CrzDd63Ll	NOT	NONE	NONE
hasoc_en_5193	From our Latino friends. #Liar #fucksarahsanders #fucktrump #VoteBlueNoMatterWho2020 https://t.co/bvqU7aKvIB	HOF	PRFN	TIN
hasoc_en_5194	#ShameOnICC @ICC @cricketworldcup you guys can't cover the whole cricket ground #shame #england #cricket2019 🌧⛈💦💦 @englandcricket shame shame bad weather #shameEngland come to 🇮🇳 see how we cover 😹 #shameEngland #london @KiaOvalEvents	NOT	NONE	NONE
hasoc_en_5195	A cursory look at the comments section of #Mamata's tweets indicates why she gives two hoots to her detractors. Almost all the critical comments are from North Indians/Non Bengalis. She knows her votebank is intact. #DoctorsFightBack	HOF	HATE	TIN
hasoc_en_5196	@ICC has problem with gloves, bats and everything else other than games being washed out! #ShameOnICC   Focus on having cricket matches than controversies. #RainStopsMatch #rainworldcup @bhogleharsha https://t.co/kc0lI2lrB5	HOF	HATE	TIN
hasoc_en_5197	The list of reasons why @realDonaldTrump is one of the most despicable people we’ve ever seen is endless. If there is any justice in this world he will die alone in a prison cell. #FuckTrump  https://t.co/xC6itqsqnn	HOF	HATE	TIN
hasoc_en_5198	Very simple: #TrumpIsATraitor https://t.co/S36OegqzJw	HOF	OFFN	TIN
hasoc_en_5199	#trumpisatraitor #cocainmitch have helped russia do this...... are these Patriotic Americans or traitors! What about #cocainmitch blocking cyber-security legislation for the 2020 election! https://t.co/jXZ6ilk91b	HOF	HATE	TIN
hasoc_en_5200	Well I'll be damned,  there's now 5000 friends following my tweets.  Amazing.  I wasn't sure it would happen.    Thank you so much. I'm proud to follow each one of you back.    I'll always be the foul mouthed old Liberal Democrat shouting #FuckTrump!     Let's make it 10K    #Resist	NOT	NONE	NONE
hasoc_en_5201	For those celebrating Huget’s try, just remember that he stamped on another man’s face and didn’t even get cited #Dickhead #Top14 https://t.co/2eClShyTAy	NOT	NONE	NONE
hasoc_en_5202	#Doctors didn't staged protests and opposed Yogi when Dr Kafeel was framed and tortured  Not for Dr. #payaltadvi     But against #MamtaBanerjee, they are guns blazing    #HypocritesOath #DoctorsFightBack #DoctorsProtest  #BengalDoctorsStrike	NOT	NONE	NONE
hasoc_en_5203	Dufus @realDonaldTrump has discussed with Pence, Meadows and Ronna McDaniel the possibility of backing a primary challenge to Justin Amash.    Supposedly to send a warning to Republicans who consider turning on him!     What a thin skinned little bitch! 🤣  #FuckTrump  #ImpeachTheMF	NOT	NONE	NONE
hasoc_en_5204	They should be treated as criminals and face all the consequences. They have created this ruckus and for what?     Need of the hour- a lesson for all.   Period 🙏  #DoctorsFightBack https://t.co/oN33x61lhM	NOT	NONE	NONE
hasoc_en_5205	#SaveBengal This Peaceful GOON with beard is Trinamool MP of Murshidabad, Abu Taher Khan giving threat to doctors that he would send public to thrash doctors, Rape and Throw Acid on lady doctors and nurses. #Savethedoctors    #DoctorsFightBack https://t.co/O3enjiwZqO	NOT	NONE	NONE
hasoc_en_5206	Wow! #DoucheBag #FakeLibertarian #JustinAmash is done 16 points already! #IngrahamAngle https://t.co/BYQIzLO8NF	NOT	NONE	NONE
hasoc_en_5207	@realDonaldTrump @nytimes @washingtonpost Your whole presidency is fake! #MoronInChief #MoronPresident #IdiotInChief #idiotTrump	NOT	NONE	NONE
hasoc_en_5208	World has reached on moon and Marsh , but here is excuse by #icc that they can't secure extra days for such important games cz it's difficult to organize. Dear #icc it's not 1980. #ShameOnICC     @SanjayTripathi_	NOT	NONE	NONE
hasoc_en_5209	@SpecialCoverage @DrKumarVishwas #DoctorsFightBack @AmitShah Dr Vishwas has given up on Mamta Banerjee.Dr Vishwas is appealing to Home and Health Minister and not to CM W Bengal.He knows  there is no point appealing to a Vote Bank politician who has put lives of CItizens at Risk. https://t.co/TjOWhhC2bW	NOT	NONE	NONE
hasoc_en_5210	How can Lowri say that it was the right decision for Boris to avoid appearing, and even spin it as a positive?     This is how people without critical thinking analyse things, they fall for the nonsense.    @JeremyVineOn5 #LowriTheLeaver #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_5211	@TheRealOJ32 @KrisJenner ' only in America '  would a person who murdered his ex wife be treated like a hero instead of the scumbag he is .  Fitting that he admires trump - the pair of lying psychopaths have a lot in common .  #OJSimpson #POTUS45 #murderer	HOF	HATE	TIN
hasoc_en_5212	power hungry little boy trying to please his Daddy too stupid to realize psychopath Putin played him. Yup. Donny IS a stupid, insecure, immature, greedy, angry, foolish LOSER #NarcissisticPersonalityDisorder  oh... and... Happy Birthday, Mother Fucker. #FuckTrump #ImpeachTrump	HOF	OFFN	TIN
hasoc_en_5213	@IanGerald5 Don't forget TRAITOR!  #FucktRump🖕	HOF	OFFN	TIN
hasoc_en_5214	Pelosi: Trump shows he doesn't 'know right from wrong' #Resist #ResistTrump #FuckTrump https://t.co/1gzfHPOkV2	NOT	NONE	NONE
hasoc_en_5215	@stephen_kolenda @PAYNE_21 What that I’ve banged more women than you even know?   Come back when your Shit talking game is on point... until then go spend time with your 🐐 &amp; cuddle up in the corner &amp; cry me a river   #DoucheBag  #HTTR	HOF	OFFN	TIN
hasoc_en_5216	Trump claims farmers wept behind him when he signed an executive order. Video proof shows otherwise.    @realDonaldTrump   is a pathological liar, and the greatest threat to our Democracy since WWII.     #TrumpResignNow  #TrumpIsATraitor    https://t.co/rhkdcyR16k	NOT	NONE	NONE
hasoc_en_5217	Why people eagerly wait 4 years for the @cricketworldcup? To see the rain???? To see matches getting abandoned??? To see teams share a point each without even proper competition??? That's really #ShameOnICC. #CWC19	NOT	NONE	NONE
hasoc_en_5218	Saw some SRK fans using #ShameOnICC tag blaming ICC for the Disasters    Do they know about cricket more than ICC ? Baap ko gyan de Rahe hai ?  Don't need fake viewers like you, chalte bano	HOF	HATE	TIN
hasoc_en_5219	@EllenLWeintraub @lindab5169 #TrumpIsNotAboveTheLaw #TrumpIsADisgrace #TrumpIsATraitor #RussianElectionInterference is real!  #ImpeachmentInquiryNow #TrumpForPrison #PenceForPrison #MakeTrumpUnpresidentedAgain #MTUA	HOF	OFFN	TIN
hasoc_en_5220	@AyethatMe @Imamofpeace @realDonaldTrump He is dubbed the Fake #Imam, and is linked to the extremist #antiMuslim group the Middle East Forum. @tellmamauk @uaf @FahAunty @NYCAntifa @LadsLasses @uaf @zelo_street @TheFabledAesop @Otto_English @witchofpeace @oldwolf1887 @i400s @Resisting_Hate_ @hopenothate @mistamarmite	NOT	NONE	NONE
hasoc_en_5221	@realDonaldTrump https://t.co/NxLoLUO6F9  How Dare You?? #zerotolerance #tRump send him to #Mars2020   Take your asses back to Europe, #murderers!! You are the #IllegalImmigrants. You are the #rapist, #thug, the #criminal!! #ImpeachmentNOW this is not your land!! #GetOut!!	HOF	HATE	TIN
hasoc_en_5222	@realDonaldTrump @POTUS #JohnMcCainDayJune14 the best gift I could think of...... love your work Frump. #douchebag https://t.co/6rMXEdqzKT	NOT	NONE	NONE
hasoc_en_5223	'You don't tell _me_ what's treason... I tell _you_ what's treason!' #IdiotOrange™    #TrumpIsaTraitor #IMPEACH45    https://t.co/HCqoxdTzvv  https://t.co/YmHIVE86R8  https://t.co/GXlNPdFHNO    @realDonaldTrump @VP @PressSec @SenateMajLdr @SenJeffMerkley @ChuckSchumer @SpeakerPelosi https://t.co/8GN983PcPu	NOT	NONE	NONE
hasoc_en_5224	@Maltomash @SadieTNResist @kodiak149 @D_resists @JWeber988 @RhymesRadical @dhershiser @kspamplemousse @WomanRises @SaraLies4Trump @roseymelhill @Back_dafucup @RuleChicago @michelle_spenc @lc1_summit @rosannaphillip @Costavjw @Wrath_of_Comm @xoxoxoStep @Nicoxw1 @NAudrey_ST @minhtngo @CajunBlueAZ1 @ShelbyKStewart @LA_Karma1 @ResisterSis20 @Sarah_SKG_1983 @FireGoddessB @CIAnderson3 @DemocratsCare @PrissyCrow @Ironhorse76 @suzystays @rosestrain @j_mramor @Gailpost @QuancyClayborne @toni_iacobbo @ElleWibble @Unconquerable @johnnybbaseball @American4Love @robertgmz5 @HoldTheStupid @brazenpolitics @ProgBeliever @MamaBear64 @bright8694 @RyanFeldman13 @scoringo13 Thank you Todd!! I appreciate being included!! Hope everyone has a great day!! #FuckTrump #TrumpIsAnAsshole   #StrongerTogether ✌🏽♂️♀️☮☯️💖🖤 https://t.co/gSfYPcObrv	HOF	PRFN	TIN
hasoc_en_5225	Hell we're all DONE with @realDonaldTrump  #FuckTrump  Pelosi on Trump insults: 'I'm done with him'    https://t.co/Qs3dYiWB69	NOT	NONE	NONE
hasoc_en_5226	@girlsreallyrule Will someone explain how this is good for anyone especially the children? Where are all the Pro-lifers to stand up for the life and welfare of this woman and kids?? Rapists don’t deserve rights #Rapist #ProtectTheChildren	NOT	NONE	NONE
hasoc_en_5227	I noticed recently Jamie Oliver's restaurants closing,I only really remember how he said he won't employ English people because they are lazy ,#dickhead	NOT	NONE	NONE
hasoc_en_5228	@WhiteHouse This is a joke, right?  That man dishonors our flag on a daily basis.    #TrumpIsATraitor   #TrumpIsATraitor    #TrumpIsANationalSecurityThreat   #TrumpIsAMoron	NOT	NONE	NONE
hasoc_en_5229	@realDonaldTrump Now THAT’S some #FakeNews right there! #TrumpObstructedJustice #TrumpLiesMatter #TreasonousTrump #TrumpsWorseThanNixon  #TrumpIsTrash #TrumpForPrison2020 #FuckTrump	HOF	OFFN	TIN
hasoc_en_5230	#TrumpIsATraitor   #ImpeachTrumpNow   Have to agree that his undeserved Hollywood Star should bear the epithet TRAITOR for all to see for posterity https://t.co/LT8AEGYsw7	NOT	NONE	NONE
hasoc_en_5231	Anti Trump AF Coffee Mug https://t.co/GtEf0l0d9h #AntiTrumpAF #AntiTrump #FuckTrump https://t.co/B3zhZV7B9V	NOT	NONE	NONE
hasoc_en_5232	#murderer on @Twitter are you fucking serious!!! Wtf is wrong with you https://t.co/pPFIklQwDm	NOT	NONE	NONE
hasoc_en_5233	If someone were to punch @RepMarkMeadows in the mouth, would he thank them for a renewed focus on his dental care???    I mean— this is the most ridiculous cover for Trump’s #Collusion comments that I’ve ever heard.    #TrumpIsATraitor #TRE45ON https://t.co/oTnxV6w0rf	NOT	NONE	NONE
hasoc_en_5234	WSJ slaps #IdiotTrump over ghastly jobs report — and blames his disastrous tariffs – #DesperateDonald https://t.co/FgwlHZUCy3	NOT	NONE	NONE
hasoc_en_5235	Fuck republicans the biggest snowflakes ever🙄Funny how that list of words describes the fat, racist, ignorant, hideous moron absolutely PERFECTLY. PLEASE get rid of this fucking demented, delusional criminal!! #FuckTrump #ArrestTrump #ImpeachTheMFTraitor #ImpeachDonaldTrumpNOW https://t.co/7RDbLRWAQP	HOF	HATE	TIN
hasoc_en_5236	https://t.co/8PZ3VvOod1    I don't understand why the #cops have to be this #aggressive towards black/brown people in #America, over the most pettiest of issues.   You'd swear they were trying to take down a #terrorist, #murderer or something... but over a 1USD Doll?   REALLY??  #WTF	NOT	NONE	NONE
hasoc_en_5237	@WayneASchneider @GOP @PressSec @CREWcrew I didn't even know she was still working.   #fucktrump  #fuckallthetrumps  #fucktrumpsupporters	HOF	PRFN	TIN
hasoc_en_5238	Is it so difficult for @MamataOfficial to realise that more the #DoctorsProtest continues, more will be the Political capital that she will lose? She should have nipped this in the bud. It has snowballed now. God, she must have terrible advisors #DoctorsFightBack #DoctorStrike	NOT	NONE	NONE
hasoc_en_5239	More fuel for the backlash against Johnson -    SNP will seek no confidence vote if Johnson becomes PM ..  https://t.co/QaCs4BZzJK    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollocksToBrexit https://t.co/fItOmwtRxZ	NOT	NONE	NONE
hasoc_en_5240	When will we understand this thing that A #rapist has no religion they don’t care who the little girl is little #Aasifa or little #twinkleThey must be rewarded with capital punishment. It’s time to awake yourself.A girl should shouldn’t be judged by her religion #JusticeForTinkle https://t.co/XVcQ6XMC8r	NOT	NONE	NONE
hasoc_en_5241	it's a sure bet that trump jr. has not read #muellerreport, thus has no idea the size of the pile of shit he'll have to dig himself out from.under during senate intel hearing today. #fucktrump	NOT	NONE	NONE
hasoc_en_5242	I am sure Joe will do what is best for Joel . #dickhead https://t.co/TRwyjhld4v	NOT	NONE	NONE
hasoc_en_5243	#deadliestcatch Harley can't fish. He rides the coat tails of @corneliamarie #douchebag	NOT	NONE	NONE
hasoc_en_5244	@realDonaldTrump Our farmers deserve a president who doesn't admit that he would gladly break the law to win an election. #douchebag #ImpeachTrumpNow	NOT	NONE	NONE
hasoc_en_5245	#DoctorsFightBack Are you politicians insane in Bengal? This is about lives of our people - patients and doctors. Come on @MamataOfficial this is about security of doctors, this is about life. Let your egos take a walk.	NOT	NONE	NONE
